location,timestamp,traffic_volume,hour,dayofweek,day,month,lag_1,lag_2,lag_3
Location_1,2023-01-02 09:00:00,326.36691783097024,9,0,2,1,369.85376661370833,346.84589679645615,367.60437522403265
Location_1,2023-01-02 10:00:00,290.05076237053663,10,0,2,1,326.36691783097024,369.85376661370833,346.84589679645615
Location_1,2023-01-02 11:00:00,284.5781289624893,11,0,2,1,290.05076237053663,326.36691783097024,369.85376661370833
Location_1,2023-01-02 12:00:00,254.41569965767545,12,0,2,1,284.5781289624893,290.05076237053663,326.36691783097024
Location_1,2023-01-02 13:00:00,237.0942896322469,13,0,2,1,254.41569965767545,284.5781289624893,290.05076237053663
Location_1,2023-01-02 14:00:00,205.96566407099655,14,0,2,1,237.0942896322469,254.41569965767545,284.5781289624893
Location_1,2023-01-02 15:00:00,210.99445513675633,15,0,2,1,205.96566407099655,237.0942896322469,254.41569965767545
Location_1,2023-01-02 16:00:00,182.912962558787,16,0,2,1,210.99445513675633,205.96566407099655,237.0942896322469
Location_1,2023-01-02 17:00:00,153.36284438418494,17,0,2,1,182.912962558787,210.99445513675633,205.96566407099655
Location_1,2023-01-02 18:00:00,133.17483108102263,18,0,2,1,153.36284438418494,182.912962558787,210.99445513675633
Location_1,2023-01-02 19:00:00,177.063475907748,19,0,2,1,133.17483108102263,153.36284438418494,182.912962558787
Location_1,2023-01-02 20:00:00,177.12531340652177,20,0,2,1,177.063475907748,133.17483108102263,153.36284438418494
Location_1,2023-01-02 21:00:00,229.0794129006368,21,0,2,1,177.12531340652177,177.063475907748,133.17483108102263
Location_1,2023-01-02 22:00:00,199.7957835707533,22,0,2,1,229.0794129006368,177.12531340652177,177.063475907748
Location_1,2023-01-02 23:00:00,250.13451682640238,23,0,2,1,199.7957835707533,229.0794129006368,177.12531340652177
Location_1,2023-01-03 00:00:00,250.57118209820857,0,1,3,1,250.13451682640238,199.7957835707533,229.0794129006368
Location_1,2023-01-03 01:00:00,267.30601590461964,1,1,3,1,250.57118209820857,250.13451682640238,199.7957835707533
Location_1,2023-01-03 02:00:00,257.6137265914738,2,1,3,1,267.30601590461964,250.57118209820857,250.13451682640238
Location_1,2023-01-03 03:00:00,321.8130420107499,3,1,3,1,257.6137265914738,267.30601590461964,250.57118209820857
Location_1,2023-01-03 04:00:00,304.48176159986775,4,1,3,1,321.8130420107499,257.6137265914738,267.30601590461964
Location_1,2023-01-03 05:00:00,319.4947880380261,5,1,3,1,304.48176159986775,321.8130420107499,257.6137265914738
Location_1,2023-01-03 06:00:00,330.7094277645987,6,1,3,1,319.4947880380261,304.48176159986775,321.8130420107499
Location_1,2023-01-03 07:00:00,320.9003643404292,7,1,3,1,330.7094277645987,319.4947880380261,304.48176159986775
Location_1,2023-01-03 08:00:00,283.1446165315808,8,1,3,1,320.9003643404292,330.7094277645987,319.4947880380261
Location_1,2023-01-03 09:00:00,280.97841899464925,9,1,3,1,283.1446165315808,320.9003643404292,330.7094277645987
Location_1,2023-01-03 10:00:00,293.35014196336346,10,1,3,1,280.97841899464925,283.1446165315808,320.9003643404292
Location_1,2023-01-03 11:00:00,262.34370585929446,11,1,3,1,293.35014196336346,280.97841899464925,283.1446165315808
Location_1,2023-01-03 12:00:00,235.12225824219567,12,1,3,1,262.34370585929446,293.35014196336346,280.97841899464925
Location_1,2023-01-03 13:00:00,196.92552386112942,13,1,3,1,235.12225824219567,262.34370585929446,293.35014196336346
Location_1,2023-01-03 14:00:00,181.02942391767374,14,1,3,1,196.92552386112942,235.12225824219567,262.34370585929446
Location_1,2023-01-03 15:00:00,150.2439903344983,15,1,3,1,181.02942391767374,196.92552386112942,235.12225824219567
Location_1,2023-01-03 16:00:00,124.61457191076406,16,1,3,1,150.2439903344983,181.02942391767374,196.92552386112942
Location_1,2023-01-03 17:00:00,140.1922461651501,17,1,3,1,124.61457191076406,150.2439903344983,181.02942391767374
Location_1,2023-01-03 18:00:00,107.0534068493383,18,1,3,1,140.1922461651501,124.61457191076406,150.2439903344983
Location_1,2023-01-03 19:00:00,98.76201463853192,19,1,3,1,107.0534068493383,140.1922461651501,124.61457191076406
Location_1,2023-01-03 20:00:00,147.79225742590296,20,1,3,1,98.76201463853192,107.0534068493383,140.1922461651501
Location_1,2023-01-03 21:00:00,163.23927849089998,21,1,3,1,147.79225742590296,98.76201463853192,107.0534068493383
Location_1,2023-01-03 22:00:00,126.46778031261562,22,1,3,1,163.23927849089998,147.79225742590296,98.76201463853192
Location_1,2023-01-03 23:00:00,194.59809852580517,23,1,3,1,126.46778031261562,163.23927849089998,147.79225742590296
Location_1,2023-01-04 00:00:00,165.70372713016548,0,2,4,1,194.59809852580517,126.46778031261562,163.23927849089998
Location_1,2023-01-04 01:00:00,253.9578435350985,1,2,4,1,165.70372713016548,194.59809852580517,126.46778031261562
Location_1,2023-01-04 02:00:00,237.12886630704418,2,2,4,1,253.9578435350985,165.70372713016548,194.59809852580517
Location_1,2023-01-04 03:00:00,292.09268210987807,3,2,4,1,237.12886630704418,253.9578435350985,165.70372713016548
Location_1,2023-01-04 04:00:00,279.2916487497984,4,2,4,1,292.09268210987807,237.12886630704418,253.9578435350985
Location_1,2023-01-04 05:00:00,308.0036815254743,5,2,4,1,279.2916487497984,292.09268210987807,237.12886630704418
Location_1,2023-01-04 06:00:00,276.3756565445184,6,2,4,1,308.0036815254743,279.2916487497984,292.09268210987807
Location_1,2023-01-04 07:00:00,294.76661446807447,7,2,4,1,276.3756565445184,308.0036815254743,279.2916487497984
Location_1,2023-01-04 08:00:00,288.82430033189377,8,2,4,1,294.76661446807447,276.3756565445184,308.0036815254743
Location_1,2023-01-04 09:00:00,293.15102838188346,9,2,4,1,288.82430033189377,294.76661446807447,276.3756565445184
Location_1,2023-01-04 10:00:00,288.8856812711242,10,2,4,1,293.15102838188346,288.82430033189377,294.76661446807447
Location_1,2023-01-04 11:00:00,239.9059667064872,11,2,4,1,288.8856812711242,293.15102838188346,288.82430033189377
Location_1,2023-01-04 12:00:00,208.0125390598687,12,2,4,1,239.9059667064872,288.8856812711242,293.15102838188346
Location_1,2023-01-04 13:00:00,155.1266522869633,13,2,4,1,208.0125390598687,239.9059667064872,288.8856812711242
Location_1,2023-01-04 14:00:00,122.98555968943626,14,2,4,1,155.1266522869633,208.0125390598687,239.9059667064872
Location_1,2023-01-04 15:00:00,134.7445555968466,15,2,4,1,122.98555968943626,155.1266522869633,208.0125390598687
Location_1,2023-01-04 16:00:00,117.83770484882785,16,2,4,1,134.7445555968466,122.98555968943626,155.1266522869633
Location_1,2023-01-04 17:00:00,117.60529581894255,17,2,4,1,117.83770484882785,134.7445555968466,122.98555968943626
Location_1,2023-01-04 18:00:00,116.50676292373888,18,2,4,1,117.60529581894255,117.83770484882785,134.7445555968466
Location_1,2023-01-04 19:00:00,113.45288954454705,19,2,4,1,116.50676292373888,117.60529581894255,117.83770484882785
Location_1,2023-01-04 20:00:00,87.142256244945,20,2,4,1,113.45288954454705,116.50676292373888,117.60529581894255
Location_1,2023-01-04 21:00:00,151.44722224401045,21,2,4,1,87.142256244945,113.45288954454705,116.50676292373888
Location_1,2023-01-04 22:00:00,152.86468158664348,22,2,4,1,151.44722224401045,87.142256244945,113.45288954454705
Location_1,2023-01-04 23:00:00,160.7748843399137,23,2,4,1,152.86468158664348,151.44722224401045,87.142256244945
Location_1,2023-01-05 00:00:00,198.62282655593734,0,3,5,1,160.7748843399137,152.86468158664348,151.44722224401045
Location_1,2023-01-05 01:00:00,205.7383303749332,1,3,5,1,198.62282655593734,160.7748843399137,152.86468158664348
Location_1,2023-01-05 02:00:00,252.3152901743971,2,3,5,1,205.7383303749332,198.62282655593734,160.7748843399137
Location_1,2023-01-05 03:00:00,296.324087727719,3,3,5,1,252.3152901743971,205.7383303749332,198.62282655593734
Location_1,2023-01-05 04:00:00,291.6254789770548,4,3,5,1,296.324087727719,252.3152901743971,205.7383303749332
Location_1,2023-01-05 05:00:00,292.0220398811628,5,3,5,1,291.6254789770548,296.324087727719,252.3152901743971
Location_1,2023-01-05 06:00:00,308.80217720493044,6,3,5,1,292.0220398811628,291.6254789770548,296.324087727719
Location_1,2023-01-05 07:00:00,321.0922398678405,7,3,5,1,308.80217720493044,292.0220398811628,291.6254789770548
Location_1,2023-01-05 08:00:00,275.6917687955155,8,3,5,1,321.0922398678405,308.80217720493044,292.0220398811628
Location_1,2023-01-05 09:00:00,267.62362218548583,9,3,5,1,275.6917687955155,321.0922398678405,308.80217720493044
Location_1,2023-01-05 10:00:00,271.2169239778793,10,3,5,1,267.62362218548583,275.6917687955155,321.0922398678405
Location_1,2023-01-05 11:00:00,220.46144608525123,11,3,5,1,271.2169239778793,267.62362218548583,275.6917687955155
Location_1,2023-01-05 12:00:00,260.3051004187675,12,3,5,1,220.46144608525123,271.2169239778793,267.62362218548583
Location_1,2023-01-05 13:00:00,193.27396063135785,13,3,5,1,260.3051004187675,220.46144608525123,271.2169239778793
Location_1,2023-01-05 14:00:00,155.23119511460865,14,3,5,1,193.27396063135785,260.3051004187675,220.46144608525123
Location_1,2023-01-05 15:00:00,137.7040413026533,15,3,5,1,155.23119511460865,193.27396063135785,260.3051004187675
Location_1,2023-01-05 16:00:00,130.02235610699572,16,3,5,1,137.7040413026533,155.23119511460865,193.27396063135785
Location_1,2023-01-05 17:00:00,119.83389317936685,17,3,5,1,130.02235610699572,137.7040413026533,155.23119511460865
Location_1,2023-01-05 18:00:00,87.33855784688058,18,3,5,1,119.83389317936685,130.02235610699572,137.7040413026533
Location_1,2023-01-05 19:00:00,160.2745030381381,19,3,5,1,87.33855784688058,119.83389317936685,130.02235610699572
Location_1,2023-01-05 20:00:00,146.26894901903066,20,3,5,1,160.2745030381381,87.33855784688058,119.83389317936685
Location_1,2023-01-05 21:00:00,163.8501182706024,21,3,5,1,146.26894901903066,160.2745030381381,87.33855784688058
Location_1,2023-01-05 22:00:00,203.63590863902363,22,3,5,1,163.8501182706024,146.26894901903066,160.2745030381381
Location_1,2023-01-05 23:00:00,191.9859043837377,23,3,5,1,203.63590863902363,163.8501182706024,146.26894901903066
Location_1,2023-01-06 00:00:00,225.94448500073713,0,4,6,1,191.9859043837377,203.63590863902363,163.8501182706024
Location_1,2023-01-06 01:00:00,278.49198349775384,1,4,6,1,225.94448500073713,191.9859043837377,203.63590863902363
Location_1,2023-01-06 02:00:00,294.1729289319235,2,4,6,1,278.49198349775384,225.94448500073713,191.9859043837377
Location_1,2023-01-06 03:00:00,325.23060602452745,3,4,6,1,294.1729289319235,278.49198349775384,225.94448500073713
Location_1,2023-01-06 04:00:00,334.5769318819935,4,4,6,1,325.23060602452745,294.1729289319235,278.49198349775384
Location_1,2023-01-06 05:00:00,343.29437448502836,5,4,6,1,334.5769318819935,325.23060602452745,294.1729289319235
Location_1,2023-01-06 06:00:00,382.4570128432564,6,4,6,1,343.29437448502836,334.5769318819935,325.23060602452745
Location_1,2023-01-06 07:00:00,373.4757966788464,7,4,6,1,382.4570128432564,343.29437448502836,334.5769318819935
Location_1,2023-01-06 08:00:00,293.26750084724097,8,4,6,1,373.4757966788464,382.4570128432564,343.29437448502836
Location_1,2023-01-06 09:00:00,359.47462787873616,9,4,6,1,293.26750084724097,373.4757966788464,382.4570128432564
Location_1,2023-01-06 10:00:00,354.1329506138316,10,4,6,1,359.47462787873616,293.26750084724097,373.4757966788464
Location_1,2023-01-06 11:00:00,312.91118292674787,11,4,6,1,354.1329506138316,359.47462787873616,293.26750084724097
Location_1,2023-01-06 12:00:00,259.4079526030192,12,4,6,1,312.91118292674787,354.1329506138316,359.47462787873616
Location_1,2023-01-06 13:00:00,225.50791517094532,13,4,6,1,259.4079526030192,312.91118292674787,354.1329506138316
Location_1,2023-01-06 14:00:00,231.58736521390134,14,4,6,1,225.50791517094532,259.4079526030192,312.91118292674787
Location_1,2023-01-06 15:00:00,185.25610664972447,15,4,6,1,231.58736521390134,225.50791517094532,259.4079526030192
Location_1,2023-01-06 16:00:00,190.67558452214044,16,4,6,1,185.25610664972447,231.58736521390134,225.50791517094532
Location_1,2023-01-06 17:00:00,174.69404511130807,17,4,6,1,190.67558452214044,185.25610664972447,231.58736521390134
Location_1,2023-01-06 18:00:00,198.0157476681182,18,4,6,1,174.69404511130807,190.67558452214044,185.25610664972447
Location_1,2023-01-06 19:00:00,170.67150518166338,19,4,6,1,198.0157476681182,174.69404511130807,190.67558452214044
Location_1,2023-01-06 20:00:00,181.33682685067737,20,4,6,1,170.67150518166338,198.0157476681182,174.69404511130807
Location_1,2023-01-06 21:00:00,215.59001258194795,21,4,6,1,181.33682685067737,170.67150518166338,198.0157476681182
Location_1,2023-01-06 22:00:00,269.5112269109606,22,4,6,1,215.59001258194795,181.33682685067737,170.67150518166338
Location_1,2023-01-06 23:00:00,257.9828060961872,23,4,6,1,269.5112269109606,215.59001258194795,181.33682685067737
Location_1,2023-01-07 00:00:00,275.5738164501281,0,5,7,1,257.9828060961872,269.5112269109606,215.59001258194795
Location_1,2023-01-07 01:00:00,328.9028035069789,1,5,7,1,275.5738164501281,257.9828060961872,269.5112269109606
Location_1,2023-01-07 02:00:00,351.8549145098901,2,5,7,1,328.9028035069789,275.5738164501281,257.9828060961872
Location_1,2023-01-07 03:00:00,340.40694798667124,3,5,7,1,351.8549145098901,328.9028035069789,275.5738164501281
Location_1,2023-01-07 04:00:00,366.1572512860182,4,5,7,1,340.40694798667124,351.8549145098901,328.9028035069789
Location_1,2023-01-07 05:00:00,410.4859633752379,5,5,7,1,366.1572512860182,340.40694798667124,351.8549145098901
Location_1,2023-01-07 06:00:00,401.62834925262194,6,5,7,1,410.4859633752379,366.1572512860182,340.40694798667124
Location_1,2023-01-07 07:00:00,340.8027792590473,7,5,7,1,401.62834925262194,410.4859633752379,366.1572512860182
Location_1,2023-01-07 08:00:00,391.4296024930447,8,5,7,1,340.8027792590473,401.62834925262194,410.4859633752379
Location_1,2023-01-07 09:00:00,385.3917754050003,9,5,7,1,391.4296024930447,340.8027792590473,401.62834925262194
Location_1,2023-01-07 10:00:00,329.8151387774994,10,5,7,1,385.3917754050003,391.4296024930447,340.8027792590473
Location_1,2023-01-07 11:00:00,336.9677094520964,11,5,7,1,329.8151387774994,385.3917754050003,391.4296024930447
Location_1,2023-01-07 12:00:00,335.8197739989513,12,5,7,1,336.9677094520964,329.8151387774994,385.3917754050003
Location_1,2023-01-07 13:00:00,280.6524239553813,13,5,7,1,335.8197739989513,336.9677094520964,329.8151387774994
Location_1,2023-01-07 14:00:00,236.37167514282729,14,5,7,1,280.6524239553813,335.8197739989513,336.9677094520964
Location_1,2023-01-07 15:00:00,218.19460139417365,15,5,7,1,236.37167514282729,280.6524239553813,335.8197739989513
Location_1,2023-01-07 16:00:00,213.55114568525644,16,5,7,1,218.19460139417365,236.37167514282729,280.6524239553813
Location_1,2023-01-07 17:00:00,211.3516915302586,17,5,7,1,213.55114568525644,218.19460139417365,236.37167514282729
Location_1,2023-01-07 18:00:00,202.00291647979236,18,5,7,1,211.3516915302586,213.55114568525644,218.19460139417365
Location_1,2023-01-07 19:00:00,214.69334502307782,19,5,7,1,202.00291647979236,211.3516915302586,213.55114568525644
Location_1,2023-01-07 20:00:00,211.99909400514878,20,5,7,1,214.69334502307782,202.00291647979236,211.3516915302586
Location_1,2023-01-07 21:00:00,234.91326576931945,21,5,7,1,211.99909400514878,214.69334502307782,202.00291647979236
Location_1,2023-01-07 22:00:00,271.84796552068354,22,5,7,1,234.91326576931945,211.99909400514878,214.69334502307782
Location_1,2023-01-07 23:00:00,255.31437274862654,23,5,7,1,271.84796552068354,234.91326576931945,211.99909400514878
Location_1,2023-01-08 00:00:00,305.195978352473,0,6,8,1,255.31437274862654,271.84796552068354,234.91326576931945
Location_1,2023-01-08 01:00:00,331.24183481712873,1,6,8,1,305.195978352473,255.31437274862654,271.84796552068354
Location_1,2023-01-08 02:00:00,371.9562594150531,2,6,8,1,331.24183481712873,305.195978352473,255.31437274862654
Location_1,2023-01-08 03:00:00,369.5204578973526,3,6,8,1,371.9562594150531,331.24183481712873,305.195978352473
Location_1,2023-01-08 04:00:00,403.0960983898023,4,6,8,1,369.5204578973526,371.9562594150531,331.24183481712873
Location_1,2023-01-08 05:00:00,421.9524021558237,5,6,8,1,403.0960983898023,369.5204578973526,371.9562594150531
Location_1,2023-01-08 06:00:00,365.36784023446467,6,6,8,1,421.9524021558237,403.0960983898023,369.5204578973526
Location_1,2023-01-08 07:00:00,422.44411380049473,7,6,8,1,365.36784023446467,421.9524021558237,403.0960983898023
Location_1,2023-01-08 08:00:00,368.32028017248973,8,6,8,1,422.44411380049473,365.36784023446467,421.9524021558237
Location_1,2023-01-08 09:00:00,349.48629681723094,9,6,8,1,368.32028017248973,422.44411380049473,365.36784023446467
Location_1,2023-01-08 10:00:00,291.8440950583911,10,6,8,1,349.48629681723094,368.32028017248973,422.44411380049473
Location_1,2023-01-08 11:00:00,308.70292864353354,11,6,8,1,291.8440950583911,349.48629681723094,368.32028017248973
Location_1,2023-01-08 12:00:00,297.9008175471219,12,6,8,1,308.70292864353354,291.8440950583911,349.48629681723094
Location_1,2023-01-08 13:00:00,263.2639730300573,13,6,8,1,297.9008175471219,308.70292864353354,291.8440950583911
Location_1,2023-01-08 14:00:00,236.39124031503897,14,6,8,1,263.2639730300573,297.9008175471219,308.70292864353354
Location_1,2023-01-08 15:00:00,201.3693406037328,15,6,8,1,236.39124031503897,263.2639730300573,297.9008175471219
Location_1,2023-01-08 16:00:00,224.27452820005394,16,6,8,1,201.3693406037328,236.39124031503897,263.2639730300573
Location_1,2023-01-08 17:00:00,214.9336389145296,17,6,8,1,224.27452820005394,201.3693406037328,236.39124031503897
Location_1,2023-01-08 18:00:00,199.42848400813835,18,6,8,1,214.9336389145296,224.27452820005394,201.3693406037328
Location_1,2023-01-08 19:00:00,155.1111970387795,19,6,8,1,199.42848400813835,214.9336389145296,224.27452820005394
Location_1,2023-01-08 20:00:00,247.97212593713067,20,6,8,1,155.1111970387795,199.42848400813835,214.9336389145296
Location_1,2023-01-08 21:00:00,219.7599954893147,21,6,8,1,247.97212593713067,155.1111970387795,199.42848400813835
Location_1,2023-01-08 22:00:00,247.24882912942104,22,6,8,1,219.7599954893147,247.97212593713067,155.1111970387795
Location_1,2023-01-08 23:00:00,229.03421883927723,23,6,8,1,247.24882912942104,219.7599954893147,247.97212593713067
Location_1,2023-01-09 00:00:00,283.75507735497735,0,0,9,1,229.03421883927723,247.24882912942104,219.7599954893147
Location_1,2023-01-09 01:00:00,316.97839549681333,1,0,9,1,283.75507735497735,229.03421883927723,247.24882912942104
Location_1,2023-01-09 02:00:00,328.6015121319719,2,0,9,1,316.97839549681333,283.75507735497735,229.03421883927723
Location_1,2023-01-09 03:00:00,368.4030743228052,3,0,9,1,328.6015121319719,316.97839549681333,283.75507735497735
Location_1,2023-01-09 04:00:00,391.4855377717583,4,0,9,1,368.4030743228052,328.6015121319719,316.97839549681333
Location_1,2023-01-09 05:00:00,346.5163941488231,5,0,9,1,391.4855377717583,368.4030743228052,328.6015121319719
Location_1,2023-01-09 06:00:00,392.5835645843386,6,0,9,1,346.5163941488231,391.4855377717583,368.4030743228052
Location_1,2023-01-09 07:00:00,378.21872270293244,7,0,9,1,392.5835645843386,346.5163941488231,391.4855377717583
Location_1,2023-01-09 08:00:00,358.32342842032557,8,0,9,1,378.21872270293244,392.5835645843386,346.5163941488231
Location_1,2023-01-09 09:00:00,308.86647546131957,9,0,9,1,358.32342842032557,378.21872270293244,392.5835645843386
Location_1,2023-01-09 10:00:00,347.7780815667622,10,0,9,1,308.86647546131957,358.32342842032557,378.21872270293244
Location_1,2023-01-09 11:00:00,299.7259258147094,11,0,9,1,347.7780815667622,308.86647546131957,358.32342842032557
Location_1,2023-01-09 12:00:00,227.71563570905082,12,0,9,1,299.7259258147094,347.7780815667622,308.86647546131957
Location_1,2023-01-09 13:00:00,230.8364965061513,13,0,9,1,227.71563570905082,299.7259258147094,347.7780815667622
Location_1,2023-01-09 14:00:00,216.13654684648756,14,0,9,1,230.8364965061513,227.71563570905082,299.7259258147094
Location_1,2023-01-09 15:00:00,196.96924223716144,15,0,9,1,216.13654684648756,230.8364965061513,227.71563570905082
Location_1,2023-01-09 16:00:00,166.22768709940266,16,0,9,1,196.96924223716144,216.13654684648756,230.8364965061513
Location_1,2023-01-09 17:00:00,163.72988113592277,17,0,9,1,166.22768709940266,196.96924223716144,216.13654684648756
Location_1,2023-01-09 18:00:00,194.3015014870458,18,0,9,1,163.72988113592277,166.22768709940266,196.96924223716144
Location_1,2023-01-09 19:00:00,184.29327869437384,19,0,9,1,194.3015014870458,163.72988113592277,166.22768709940266
Location_1,2023-01-09 20:00:00,142.07727977904392,20,0,9,1,184.29327869437384,194.3015014870458,163.72988113592277
Location_1,2023-01-09 21:00:00,163.37068295937354,21,0,9,1,142.07727977904392,184.29327869437384,194.3015014870458
Location_1,2023-01-09 22:00:00,192.2270447619353,22,0,9,1,163.37068295937354,142.07727977904392,184.29327869437384
Location_1,2023-01-09 23:00:00,181.63953771265125,23,0,9,1,192.2270447619353,163.37068295937354,142.07727977904392
Location_1,2023-01-10 00:00:00,214.16634217669264,0,1,10,1,181.63953771265125,192.2270447619353,163.37068295937354
Location_1,2023-01-10 01:00:00,232.8121304346182,1,1,10,1,214.16634217669264,181.63953771265125,192.2270447619353
Location_1,2023-01-10 02:00:00,264.9309202411838,2,1,10,1,232.8121304346182,214.16634217669264,181.63953771265125
Location_1,2023-01-10 03:00:00,335.3086693996661,3,1,10,1,264.9309202411838,232.8121304346182,214.16634217669264
Location_1,2023-01-10 04:00:00,304.242985570353,4,1,10,1,335.3086693996661,264.9309202411838,232.8121304346182
Location_1,2023-01-10 05:00:00,309.1173136965497,5,1,10,1,304.242985570353,335.3086693996661,264.9309202411838
Location_1,2023-01-10 06:00:00,349.422191916853,6,1,10,1,309.1173136965497,304.242985570353,335.3086693996661
Location_1,2023-01-10 07:00:00,317.38549412827166,7,1,10,1,349.422191916853,309.1173136965497,304.242985570353
Location_1,2023-01-10 08:00:00,323.17508305951503,8,1,10,1,317.38549412827166,349.422191916853,309.1173136965497
Location_1,2023-01-10 09:00:00,282.3409441986776,9,1,10,1,323.17508305951503,317.38549412827166,349.422191916853
Location_1,2023-01-10 10:00:00,238.15420009385534,10,1,10,1,282.3409441986776,323.17508305951503,317.38549412827166
Location_1,2023-01-10 11:00:00,258.10068914935545,11,1,10,1,238.15420009385534,282.3409441986776,323.17508305951503
Location_1,2023-01-10 12:00:00,189.67479933550337,12,1,10,1,258.10068914935545,238.15420009385534,282.3409441986776
Location_1,2023-01-10 13:00:00,183.1067991396333,13,1,10,1,189.67479933550337,258.10068914935545,238.15420009385534
Location_1,2023-01-10 14:00:00,152.8456638146862,14,1,10,1,183.1067991396333,189.67479933550337,258.10068914935545
Location_1,2023-01-10 15:00:00,149.3193213956875,15,1,10,1,152.8456638146862,183.1067991396333,189.67479933550337
Location_1,2023-01-10 16:00:00,116.78222775531853,16,1,10,1,149.3193213956875,152.8456638146862,183.1067991396333
Location_1,2023-01-10 17:00:00,114.08367599098838,17,1,10,1,116.78222775531853,149.3193213956875,152.8456638146862
Location_1,2023-01-10 18:00:00,80.49425727213168,18,1,10,1,114.08367599098838,116.78222775531853,149.3193213956875
Location_1,2023-01-10 19:00:00,154.7163350665304,19,1,10,1,80.49425727213168,114.08367599098838,116.78222775531853
Location_1,2023-01-10 20:00:00,99.06371501266422,20,1,10,1,154.7163350665304,80.49425727213168,114.08367599098838
Location_1,2023-01-10 21:00:00,162.5905280123272,21,1,10,1,99.06371501266422,154.7163350665304,80.49425727213168
Location_1,2023-01-10 22:00:00,161.29235817894525,22,1,10,1,162.5905280123272,99.06371501266422,154.7163350665304
Location_1,2023-01-10 23:00:00,184.55777790770293,23,1,10,1,161.29235817894525,162.5905280123272,99.06371501266422
Location_1,2023-01-11 00:00:00,214.16034779034408,0,2,11,1,184.55777790770293,161.29235817894525,162.5905280123272
Location_1,2023-01-11 01:00:00,194.37201534717838,1,2,11,1,214.16034779034408,184.55777790770293,161.29235817894525
Location_1,2023-01-11 02:00:00,275.51199413330994,2,2,11,1,194.37201534717838,214.16034779034408,184.55777790770293
